pair_status,pair_type,filter_early,filter_late,inventory_early_mjd,inventory_late_mjd,inventory_baseline_days,pair_filter_cost,attempt_rank,stage,reason,n_covering_early,n_covering_late,n_astrometric_early,n_astrometric_late
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F410M,60041.011059756944,60771.393561516204,730.3825017592608,394.0,1,2,target is not securely centroidable in both independent epochs,2,2,1,0
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F356W,60041.011059756944,60793.6638080787,752.6527483217578,908.0,2,2,target is not securely centroidable in both independent epochs,2,4,1,0
PAIR_FOUND,CROSS_FILTER_JWST,F277W,F410M,60040.9868271875,60771.393561516204,730.4067343287024,2036.0,3,2,target is not securely centroidable in both independent epochs,2,2,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F200W,60041.011059756944,60793.63298959491,752.6219298379656,2487.0,4,2,target is not securely centroidable in both independent epochs,2,4,1,0
PAIR_FOUND,CROSS_FILTER_JWST,F277W,F356W,60040.9868271875,60793.6638080787,752.6769808911995,2550.0,5,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F150W,60041.011059756944,60771.302610862265,730.2915511053216,2975.0,6,2,target is not securely centroidable in both independent epochs,2,2,1,0
PAIR_FOUND,CROSS_FILTER_JWST,F150W,F410M,60041.011059756944,60771.393561516204,730.3825017592608,3297.0,7,2,target is not securely centroidable in both independent epochs,2,2,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F115W,60041.011059756944,60793.6638080787,752.6527483217578,3322.0,8,2,target is not securely centroidable in both independent epochs,2,4,1,0
