source,candidate_id,epoch_label,filter,filename,mjd,detector,clean_snr_err,raw_snr_err,raw_snr_emp,pixel_scale_mas,method_sep_2dg_com_mas,registration_shift_2dg_mas,registration_shift_com_mas,catalog_offset_2dg_mas,catalog_offset_com_mas,registration_scatter_east_mas,registration_scatter_north_mas,eligible_snr3,method_sensitive_at_tolerance,registration_sensitive_at_tolerance
REMAINING_45,1030969,early,F444W,jw01727087001_04101_00001_nrcblong_cal.fits,60043.1924753125,NRCBLONG,0.5692612273264308,-0.2332509253383583,-0.1590759162643987,62.44581447891085,,,,,72.51779036905447,,,False,False,False
REMAINING_45,1030969,early,F444W,jw01727087001_04101_00002_nrcblong_cal.fits,60043.1964516088,NRCBLONG,2.8516328216941345,4.209028573396376,4.604871480572086,62.40271652577282,53.506543588334594,,,73.48985732022858,49.35097702896512,,,False,False,False
REMAINING_45,1030969,late,F356W,jw05893010005_03101_00001_nrcalong_cal.fits,60784.10977814815,NRCALONG,-1.2280257292963883,-2.421379649678463,-1.5029021969386414,63.95045966023689,,,,,54.037091400929214,,,False,False,False
REMAINING_45,1030969,late,F356W,jw05893010005_05101_00001_nrcalong_cal.fits,60784.11661296296,NRCALONG,-1.1571374042890583,-1.430791447742585,-1.0012079795346982,63.79625957155103,,,,,22.307749047995078,,,False,False,False
REMAINING_45,1030969,late,F356W,jw05893010005_05101_00002_nrcalong_cal.fits,60784.12133517361,NRCALONG,-0.5214747437968419,-0.5176214373988837,-0.3527444970211926,63.97446415849385,,,,,42.9476485603573,,,False,False,False
REMAINING_45,1030969,late,F356W,jw05893010008_03101_00001_nrcblong_cal.fits,60784.94624002315,NRCBLONG,1.2150968245783167,1.5442153473681,1.067649721129048,63.97403792090497,,,,,29.74320166434754,,,False,False,False
REMAINING_45,1140578,early,F277W,jw01727071001_02101_00001_nrcalong_cal.fits,60308.55527621528,NRCALONG,-0.8092367467147354,-0.8092367467147354,-0.497691972442403,63.56124308378771,281.5547999982768,,,250.56963902839135,33.6780911233654,,,False,False,False
REMAINING_45,1140578,early,F277W,jw01727071001_02101_00002_nrcalong_cal.fits,60308.55925399306,NRCALONG,-0.5406695262774418,-1.017287033175276,-0.6709294714942537,63.45825151926248,328.52241749409984,,,247.31012456254064,85.59780942523747,,,False,False,False
REMAINING_45,1140578,late,F444W,jw01727165001_04101_00001_nrcblong_cal.fits,60407.64919967593,NRCBLONG,7.267852349894302,7.246619485820297,5.297948255905077,62.79605338025756,17.342595117268342,,,30.051530008869783,14.139950415220058,,,True,False,False
REMAINING_45,1140578,late,F444W,jw01727165001_04101_00002_nrcblong_cal.fits,60407.65317671296,NRCBLONG,7.973371303332396,7.87982941931197,5.905906029259588,62.75419131406376,10.181291759813588,,,5.445270362437235,15.359713914392517,,,True,False,False
