tolerance_mas,eligible_snr3_rows,eligible_candidates,method_comparable_rows,method_rows_over_tolerance,method_fraction_within_tolerance,method_sep_p50_mas,method_sep_p90_mas,method_sep_p95_mas,method_sep_p99_mas,method_sep_max_mas,registration_comparable_rows,registration_rows_over_tolerance,registration_fraction_within_tolerance,registration_shift_p50_mas,registration_shift_p90_mas,registration_shift_p95_mas,registration_shift_p99_mas,registration_shift_max_mas,assessment
60.0,11,3,11,2,0.8181818181818182,36.58749809243537,62.80765516739995,72.91814149027377,81.00653054857284,83.0286278131476,0,0,,,,,,,60MAS_METHOD_OR_FRAME_SENSITIVITY_DETECTED
