tolerance_mas,eligible_snr3_rows,eligible_candidates,method_comparable_rows,method_rows_over_tolerance,method_fraction_within_tolerance,method_sep_p50_mas,method_sep_p90_mas,method_sep_p95_mas,method_sep_p99_mas,method_sep_max_mas,registration_comparable_rows,registration_rows_over_tolerance,registration_fraction_within_tolerance,registration_shift_p50_mas,registration_shift_p90_mas,registration_shift_p95_mas,registration_shift_p99_mas,registration_shift_max_mas,assessment
60.0,9,3,7,2,0.7142857142857143,50.147610586553235,95.99953833048382,105.72772121848593,113.51026752888765,115.4559041064881,0,0,,,,,,,60MAS_METHOD_OR_FRAME_SENSITIVITY_DETECTED
