early_file,late_file,baseline_year,delta_east_mas,delta_north_mas,mu_alpha_cosdec_masyr,mu_delta_masyr,method
jw01727020001_04101_00004_nrcalong_cal.fits,jw06368016001_13201_00001_nrcblong_cal.fits,1.3721565458082974,-51.84503618498927,-70.13176396502818,-37.78361612118307,-51.110614294898554,2DG
jw01727020001_04101_00004_nrcalong_cal.fits,jw06368016001_13201_00001_nrcblong_cal.fits,1.3721565458082974,-44.470479269975925,-11.149282015241258,-32.40918786258434,-8.125371736410397,COM
