candidate_id,epoch_label,filter,filename,dataURI,mjd,detector,x_full,y_full,raw_flux,raw_fluxerr,raw_snr_err,empirical_ap_sigma,raw_snr_emp,n_blank_apertures,clean_flux,clean_fluxerr,clean_snr_err,x_2dg,y_2dg,x_com,y_com,sigma_x_pix,sigma_y_pix,n_mc_good,pixel_scale_mas,east_2dg_arcsec_raw_wcs,north_2dg_arcsec_raw_wcs,east_com_arcsec_raw_wcs,north_com_arcsec_raw_wcs,dq_or_r4,dq_center,dq_do_not_use,dq_saturated,dq_jump_det,dq_outlier,aperture_clean_snr_err,astrometric_snr,forced_fit_attempted,forced_fit_accepted,forced_snr,target_seed_recentered,target_seed_offset_pix,astrometry_source,forced_x,forced_y,forced_amp,forced_amp_err,forced_sigma_x_pix,forced_sigma_y_pix,forced_axis_ratio,forced_x_err_pix,forced_y_err_pix,forced_reduced_chi2,forced_npix,n_controls,reference_file,east_2dg_mas,north_2dg_mas,east_com_mas,north_com_mas,registration_scatter_east_mas,registration_scatter_north_mas
474672,early,F444W,jw01727020001_04101_00004_nrcalong_cal.fits,mast:JWST/product/jw01727020001_04101_00004_nrcalong_cal.fits,60315.80310525463,NRCALONG,482.3693660462707,1991.5289567202728,0.29050374031066895,0.08669944273404741,3.3506990489177197,0.0923544758543372,3.1455296305168314,60,0.29050374031066895,0.08669944273404741,3.3506990489177197,199.35053231251158,199.76718361278668,199.9590569655013,199.40593032257777,1.0178311686950303,1.2980425090556573,22,62.29001450708603,0.010728098848563917,0.06417386293621663,0.01691859259206865,0.02050942150518593,16385,16385,True,False,False,False,3.3506990489177197,3.3506990489177197,False,False,,False,0.0,catalog_position_2dg,,,,,,,,,,,,13,jw01727020001_04101_00004_nrcalong_cal.fits,10.728098848563917,64.17386293621664,16.918592592068652,20.50942150518593,0.0,0.0
474672,late,F480M,jw06368016001_13201_00001_nrcblong_cal.fits,mast:JWST/product/jw06368016001_13201_00001_nrcblong_cal.fits,60816.98328361111,NRCBLONG,346.6521449597551,1549.441369323915,0.637854814529419,0.1521143846158459,4.193257699725612,0.18187612372934817,3.5070838406398943,60,0.5173889994621277,0.12520382702921906,4.132373680090335,200.15296328229678,199.78128677677498,200.4510281259027,199.9134695818549,0.9625156781044109,0.8759986633660419,22,62.88858596328833,-0.03011345746570599,0.042547654746912036,-0.016514834444530883,0.057867413578922305,5,4,True,False,True,False,4.132373680090335,4.132373680090335,False,False,,False,0.0,catalog_position_2dg,,,,,,,,,,,,15,jw01727020001_04101_00004_nrcalong_cal.fits,-41.11693733642535,-5.957901028811553,-27.551886677907277,9.360139489944672,14.04972009931872,10.578102723483722
