candidate_id,candidate_ra_deg,candidate_dec_deg,obs_collection,obsid,obs_id,instrument_name,filters,filter_norm,t_min,t_max,t_exptime,proposal_id,target_name,calib_level,dataRights,distance
749084,150.400543699919,2.3141927333369,JWST,199454298,jw01727-o032_t122_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60306.07546997685,60306.09311758102,1030.728,1727,CWEBTILE-1-15,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,199454297,jw01727-o032_t122_nircam_clear-f150w,NIRCAM/IMAGE,F150W,F150W,60306.09957884259,60306.11722570602,1030.728,1727,CWEBTILE-1-15,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,199454296,jw01727-o032_t122_nircam_clear-f277w,NIRCAM/IMAGE,F277W,F277W,60306.075470717595,60306.09311758102,1030.728,1727,CWEBTILE-1-15,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,199454245,jw01727-o032_t122_nircam_clear-f444w,NIRCAM/IMAGE,F444W,F444W,60306.09957884259,60306.11722570602,1030.728,1727,CWEBTILE-1-15,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,199454103,jw01727-o033_t129_miri_f770w,MIRI/IMAGE,F770W,F770W,60306.021560787034,60306.06325168981,2020.232,1727,CWEBTILE-0-16,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,266452788,jw05893-o016_t016_miri_f1000w,MIRI/IMAGE,F1000W,,60812.787529270834,60818.78374542824,7392.696000000004,5893,C3D-16_CWEBTILE-2-15,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,266452786,jw05893-o016_t016_miri_f2100w,MIRI/IMAGE,F2100W,,60812.75701597222,60818.76492321759,14785.392000000014,5893,C3D-16_CWEBTILE-2-15,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,368595163,jw05893-o020_t020_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,61011.84559561343,61025.48636171296,7472.784,5893,C3D-20_CWEBTILE-1-14,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,368595162,jw05893-o020_t020_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,61011.81490082176,61025.46759729167,14945.568,5893,C3D-20_CWEBTILE-1-14,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,JWST,368595161,jw05893-o020_t020_nircam_clear-f356w,NIRCAM/IMAGE,F356W,F356W,61011.84559561343,61025.48636171296,7472.784,5893,C3D-20_CWEBTILE-1-14,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,HST,26367832,hst_10092_b1_acs_wfc_f814w_j8xib1,ACS/WFC,F814W,F814W,53458.60036078,53458.63062772,2028.0,10092,COSMOS18-11B,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,HST,26367854,hst_10092_b1_acs_wfc_total_j8xib1,ACS/WFC,detection,,53458.60036078,53458.63062772,2028.0,10092,COSMOS18-11B,3,PUBLIC,0.0
749084,150.400543699919,2.3141927333369,HST,60662052,hst_16259_an_wfc3_ir_f160w_iedwan,WFC3/IR,F160W,F160W,59311.6132638,59311.64225602,1773.491242,16259,COSMOS-F160W-25,3,PUBLIC,0.0
