intentType,obs_collection,provenance_name,instrument_name,project,filters,wave_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,wave_min,wave_max,distance,candidate_id,candidate_ra_deg,candidate_dec_deg,filter_norm,t_min_numeric
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F115W,INFRARED,CWEBTILE-4-18,,jw01727-o113_t149_nircam_clear-f115w,150.41012583333335,2.0517916666666665,image,"Kartaltepe, Jeyhan",3,60045.12224199074,60045.13976440972,1030.728,INFRARED,1013.0000000000001,1282.0,COSMOS-Web: The JWST Cosmic Origins Survey,60047.95002304,1727,GO,,POLYGON 150.387722109 2.045313777 150.391724402 2.058447449 150.392318582 2.058257313 150.396938646 2.073235077 150.396962493 2.073227733 150.397350016 2.074484033 150.39728052 2.074505957 150.398912192 2.079548384 150.401009313 2.086346894 150.401102812 2.086318098 150.401507429 2.087568485 150.401351193 2.087617773 150.406839422 2.104577905 150.407008072 2.104527924 150.423742203 2.098993562 150.42373514 2.098971566 150.424810698 2.098615845 150.424857148 2.098762546 150.441544488 2.093431269 150.441532478 2.093393035 150.443112678 2.092888179 150.443004561 2.092523884 150.43900627 2.079795305 150.439059516 2.079778293 150.436753617 2.072437354 150.432562342 2.058301349 150.432403788 2.058347705 150.428503618 2.045193269 150.427900413 2.045369626 150.424244625 2.033631358 150.424266258 2.033624551 150.421906091 2.02604626 150.41770673 2.012193013 150.417628691 2.012216198 150.413648245 1.999084895 150.396835933 2.004079593 150.396855256 2.004143876 150.395765149 2.004467723 150.395713976 2.004296611 150.378594137 2.009240445 150.378616851 2.009317056 150.37700817 2.009781596 150.382081427 2.026893155 150.38224929 2.026842161 150.382628539 2.028121317 150.382426874 2.028182774 150.387653861 2.045335616,mast:JWST/product/jw01727-o113_t149_nircam_clear-f115w_i2d.jpg,mast:JWST/product/jw01727-o113_t149_nircam_clear-f115w_i2d.fits,PUBLIC,False,,126944353,1013.0000000000001,1282.0,0.0,525578,150.3917082628875,2.015367673886062,F115W,60045.12224199074
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F150W,INFRARED,CWEBTILE-4-18,,jw01727-o113_t149_nircam_clear-f150w,150.41012583333335,2.0517916666666665,image,"Kartaltepe, Jeyhan",3,60045.1462256713,60045.163748831015,1030.728,INFRARED,1331.0,1668.0,COSMOS-Web: The JWST Cosmic Origins Survey,60047.95002304,1727,GO,,POLYGON 150.387718573 2.045308468 150.391722176 2.058446802 150.392315564 2.05825694 150.396934064 2.073230822 150.396958373 2.073223335 150.397345781 2.074479363 150.397276431 2.074501244 150.398906425 2.079539149 150.401006325 2.086347213 150.401099845 2.08631841 150.401504322 2.087568532 150.401348697 2.087617634 150.406836075 2.104577376 150.407046151 2.104515118 150.423739479 2.09899381 150.423732604 2.098972399 150.424807607 2.098616835 150.424853856 2.098762911 150.441542013 2.093431472 150.44153017 2.093393769 150.443118921 2.092886192 150.443118128 2.092883521 150.439006603 2.079793701 150.43904557 2.079781252 150.437008088 2.073294479 150.432562915 2.058300629 150.432389789 2.058351251 150.428489665 2.045195684 150.427900379 2.045367992 150.424244735 2.033629422 150.424251996 2.033627137 150.422498681 2.027997056 150.417707263 2.012192428 150.417615394 2.01221972 150.413634208 1.99908746 150.396822053 2.004081926 150.39684017 2.004142189 150.395750032 2.004466035 150.395700139 2.004299214 150.378580552 2.009243025 150.378602042 2.00931551 150.377004449 2.009776853 150.382077562 2.026888103 150.382245687 2.026837031 150.382624941 2.028116217 150.382423233 2.028177683 150.387650039 2.045330396,mast:JWST/product/jw01727-o113_t149_nircam_clear-f150w_i2d.jpg,mast:JWST/product/jw01727-o113_t149_nircam_clear-f150w_i2d.fits,PUBLIC,False,,126944355,1331.0,1668.0,0.0,525578,150.3917082628875,2.015367673886062,F150W,60045.1462256713
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F277W,INFRARED,CWEBTILE-4-18,Galaxy; Field galaxies,jw01727-o113_t149_nircam_clear-f277w,150.41012583333335,2.0517916666666665,image,"Kartaltepe, Jeyhan",3,60045.12224199074,60045.13976440972,1030.728,INFRARED,2416.0,3127.0,COSMOS-Web: The JWST Cosmic Origins Survey,60047.95002304,1727,GO,,POLYGON 150.441310938 2.093392578 150.441300109 2.093357082 150.442886905 2.092848466 150.435342011 2.068115843 150.432533203 2.058939271 150.432482831 2.058954091 150.428481419 2.045836729 150.427897462 2.046008524 150.417605934 2.01263597 150.417587093 2.012641486 150.413545691 1.999535949 150.379100389 2.009620858 150.379119778 2.009685422 150.377514285 2.010155457 150.387942644 2.044880487 150.388064345 2.044841703 150.392013044 2.057989964 150.392537374 2.057822868 150.396255576 2.069691774 150.396222268 2.069701572 150.407077035 2.104350203 150.408078298 2.104044155,mast:JWST/product/jw01727-o113_t149_nircam_clear-f277w_i2d.jpg,mast:JWST/product/jw01727-o113_t149_nircam_clear-f277w_i2d.fits,PUBLIC,False,,126944357,2416.0,3127.0,0.0,525578,150.3917082628875,2.015367673886062,F277W,60045.12224199074
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F444W,INFRARED,CWEBTILE-4-18,Galaxy; Field galaxies,jw01727-o113_t149_nircam_clear-f444w,150.41012583333335,2.0517916666666665,image,"Kartaltepe, Jeyhan",3,60045.146226412035,60045.163748831015,1030.728,INFRARED,3880.0,4986.0,COSMOS-Web: The JWST Cosmic Origins Survey,60047.95002304,1727,GO,,POLYGON 150.441302822 2.093390631 150.441292857 2.093357969 150.442881154 2.092848849 150.433748253 2.062912609 150.432531593 2.058937673 150.432473654 2.058954719 150.428468902 2.045827359 150.427892206 2.045997025 150.417604157 2.012633659 150.417582257 2.012640071 150.413537971 1.999524406 150.37909227 2.009609448 150.379114125 2.009682228 150.377509814 2.010151918 150.387937888 2.044877805 150.38805989 2.044838923 150.39200813 2.057986343 150.392527724 2.057820748 150.396246307 2.069689862 150.396212803 2.069699718 150.40706787 2.104346378 150.408253311 2.103984035,mast:JWST/product/jw01727-o113_t149_nircam_clear-f444w_i2d.jpg,mast:JWST/product/jw01727-o113_t149_nircam_clear-f444w_i2d.fits,PUBLIC,False,,126944354,3880.0,4986.0,0.0,525578,150.3917082628875,2.015367673886062,F444W,60045.146226412035
science,HST,HAP-SVM,WFC3/IR,HAP,F160W,INFRARED,COSMOS-F160W-29,UNIDENTIFIED;BLANK FIELD,hst_16259_ae_wfc3_ir_f160w_iedwae,150.2819233333,1.969591666667,image,"Momcheva, Ivelina",3,59369.39649449,59369.42574153,1773.4912419999998,INFRARED,1393.8999999999999,1692.4,,59370.21006942,16259,HAP,,POLYGON 150.4078190720091 1.9712860918850716 150.27172459735985 1.9098336110518292 150.2572158014883 1.940506111147555 150.27133112671538 1.9472041754270568 150.25721413299732 1.9772710753300256 150.32618941118662 2.008622770583835 150.32850646989425 2.004419029417041 150.35078583168573 2.014358304994968 150.3608740175948 2.0191319083912704 150.3590560855689 2.023585060452258 150.39424044553698 2.0391878323124906 150.40774945101234 2.0082648093854556 150.39455987555294 2.001674742462407 150.4078190720091 1.9712860918850716,mast:HST/product/hst_16259_ae_wfc3_ir_f160w_iedwae_drz.jpg,mast:HST/product/hst_16259_ae_wfc3_ir_f160w_iedwae_drz.fits,PUBLIC,False,,61123201,1393.8999999999999,1692.4,0.0,525578,150.3917082628875,2.015367673886062,F160W,59369.39649449
science,HST,HAP-SVM,WFC3/IR,HAP,detection,,COSMOS-F160W-29,UNIDENTIFIED;BLANK FIELD,hst_16259_ae_wfc3_ir_total_iedwae,150.2819233333,1.969591666667,image,"Momcheva, Ivelina",3,59369.39649449,59369.42574153,1773.4912419999998,,,,,59370.21006942,16259,HAP,,POLYGON 150.2715107197643 1.9100829780071258 150.257251448478 1.9404704877785623 150.27133112408706 1.947275425370241 150.25721413299732 1.9772710753300256 150.32601117713338 2.008515894909655 150.32850646989425 2.004419029417041 150.3450109950691 2.011686485285701 150.360517540487 2.0187756647944157 150.3609096671316 2.01927440766798 150.35902043383575 2.023300061270722 150.35926996996858 2.0236563068983964 150.39281452829894 2.0387247620377735 150.39424043497385 2.0389028328398813 150.39456124658702 2.038475321331901 150.40774944296268 2.0080866846003596 150.39448858479267 2.0017459950925875 150.40778342275357 1.971214843554066 150.28862000953947 1.9173153657632045 150.2715107197643 1.9100829780071258,mast:HST/product/hst_16259_ae_wfc3_ir_total_iedwae_drz.jpg,mast:HST/product/hst_16259_ae_wfc3_ir_total_iedwae_drz.fits,PUBLIC,False,,61123202,,,0.0,525578,150.3917082628875,2.015367673886062,,59369.39649449
science,HST,HAP-SVM,ACS/WFC,HAP,F814W,OPTICAL,COSMOS19-06,CLUSTER OF GALAXIES;BLANK SKY,hst_9822_25_acs_wfc_f814w_j8pu25,150.4059583333,1.993225,image,"Scoville, Nicholas",3,52995.85653448,52995.88680105,2028.0,OPTICAL,708.0,959.0,,52996.55252301,9822,HAP,,POLYGON 150.43023659137427 1.9616139726813153 150.37074322377563 1.9702526584796458 150.37723265380632 1.9996277783981067 150.38312478449936 2.0243500887269055 150.4096413220728 2.021433581623362 150.441438790683 2.0173082029747267 150.43023659137427 1.9616139726813153,mast:HST/product/hst_9822_25_acs_wfc_f814w_j8pu25_drc.jpg,mast:HST/product/hst_9822_25_acs_wfc_f814w_j8pu25_drc.fits,PUBLIC,False,,26354732,708.0,959.0,0.0,525578,150.3917082628875,2.015367673886062,F814W,52995.85653448
science,HST,HAP-SVM,ACS/WFC,HAP,detection,,COSMOS19-06,CLUSTER OF GALAXIES;BLANK SKY,hst_9822_25_acs_wfc_total_j8pu25,150.4059583333,1.993225,image,"Scoville, Nicholas",3,52995.85653448,52995.88680105,2028.0,,,,,52996.55252301,9822,HAP,,POLYGON 150.4302365921889 1.9616695282144427 150.37081270837342 1.9702943266033983 150.37703810908437 1.9985999973312212 150.38315258000287 2.02432231135254 150.41033619860383 2.0213363577627415 150.4414248925913 2.017280425508365 150.4302365921889 1.9616695282144427,mast:HST/product/hst_9822_25_acs_wfc_total_j8pu25_drc.jpg,mast:HST/product/hst_9822_25_acs_wfc_total_j8pu25_drc.fits,PUBLIC,False,,26354746,,,0.0,525578,150.3917082628875,2.015367673886062,,52995.85653448
science,HST,HAP-MVM,ACS/WFC,HAP,F814W,OPTICAL,342154,CLUSTER OF GALAXIES;BLANK SKY,hst_skycell-p1360x18y11_acs_wfc_f814w_all,150.19461125,2.033936111111,image,,3,52932.04894114,60050.46795224,75232.0,OPTICAL,708.0,959.0,,57463.87364572,,,,POLYGON 150.45097941725348 1.8801911002185474 150.20714521800855 1.8799578636328569 150.20687889532476 2.1237047646665106 150.45072703506224 2.1239904594163033 150.45097941725348 1.8801911002185474,mast:HST/product/hst_skycell-p1360x18y11_acs_wfc_f814w_all_drc.jpg,mast:HST/product/hst_skycell-p1360x18y11_acs_wfc_f814w_all_drc.fits,PUBLIC,False,,83221951,708.0,959.0,0.0,525578,150.3917082628875,2.015367673886062,F814W,52932.04894114
science,HST,CALWF3,WFC3/IR,HST,F160W,INFRARED,COSMOS-F160W-29,UNIDENTIFIED;BLANK FIELD,iedwae010,150.3837337533,2.015598349473,image,"Momcheva, Ivelina",3,59369.396494479166,59369.42574151621,1521.0,INFRARED,1393.8999999999999,1692.4,3D-DASH: A Wide Field WFC3/IR Survey of COSMOS,59370.21006942,16259,GO,,POLYGON 150.40812158 2.00789821 150.39409284 2.03890852 150.3592975 2.02331334 150.36134590391271 2.018785667885215 150.32817284355571 2.0039166000114288 150.32621744 2.0082385 150.29142336 1.9926419 150.30529896070107 1.9619744411256002 150.29147779 1.95577878 150.29152435179941 1.9556758702134831 150.25754243 1.94044202 150.27157291 1.90943292 150.3063651 1.92502993 150.30631854746267 1.9251328235742862 150.34030059 1.94036569 150.34025404571705 1.9404685698612154 150.37423671 1.95570075 150.37419016019442 1.9558036466339228 150.4081734 1.97103511 150.3942996816784 2.00170342182777 150.40812158 2.00789821 150.40812158 2.00789821,mast:HST/product/iedwae010_drz.jpg,mast:HST/product/iedwae010_drz.fits,PUBLIC,False,,61123094,1393.8999999999999,1692.4,0.0,525578,150.3917082628875,2.015367673886062,F160W,59369.396494479166
