candidate_id,candidate_ra_deg,candidate_dec_deg,obs_collection,obsid,obs_id,instrument_name,filters,filter_norm,t_min,t_max,t_exptime,proposal_id,target_name,calib_level,dataRights,distance
664176,150.174634312333,2.19800325464286,JWST,200763967,jw01727-o062_t092_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60315.675309074075,60315.682269282406,515.364,1727,CWEBTILE-3-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,200794469,jw01727-o062_t092_nircam_clear-f277w,NIRCAM/IMAGE,F277W,F277W,60315.67530981482,60315.68226854167,515.364,1727,CWEBTILE-3-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,200589940,jw01727-o063_t099_miri_f770w,MIRI/IMAGE,F770W,F770W,60314.506250046295,60314.54806983796,2020.232,1727,CWEBTILE-2-12,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,213400270,jw01727-o163_t092_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60417.73986954861,60417.75751640047,1030.728,1727,CWEBTILE-3-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,213400272,jw01727-o163_t092_nircam_clear-f150w,NIRCAM/IMAGE,F150W,F150W,60417.76410211805,60417.78174896991,1030.728,1727,CWEBTILE-3-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,213400057,jw01727-o163_t092_nircam_clear-f277w,NIRCAM/IMAGE,F277W,F277W,60417.739870289355,60417.7575171412,1030.728,1727,CWEBTILE-3-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,213400269,jw01727-o163_t092_nircam_clear-f444w,NIRCAM/IMAGE,F444W,F444W,60417.76410211805,60417.78174896991,1030.728,1727,CWEBTILE-3-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,214922491,jw03045004001_05101_00001_nrs2,NIRSPEC/IMAGE,F140X;MIRROR,,60451.42249892361,60451.42520056713,218.833,3045,DC-630594,2,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,215380785,jw03045014001_05101_00001_nrs2,NIRSPEC/IMAGE,F140X;MIRROR,,60454.51311650463,60454.515818148146,218.833,3045,VC-5100994794,2,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,264796984,jw05893-o007_t007_miri_f1000w,MIRI/IMAGE,F1000W,,60806.36641915509,60806.77208539352,7392.696000000004,5893,C3D-07_CWEBTILE-5-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,264796957,jw05893-o007_t007_miri_f2100w,MIRI/IMAGE,F2100W,,60806.335552523145,60806.75323134259,14785.392000000014,5893,C3D-07_CWEBTILE-5-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,262817456,jw05893-o011_t011_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60786.12338923611,60787.25722709491,7472.784,5893,C3D-11_CWEBTILE-4-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,262817470,jw05893-o011_t011_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,60786.09244630787,60787.23833821759,14945.568,5893,C3D-11_CWEBTILE-4-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,262817425,jw05893-o011_t011_nircam_clear-f356w,NIRCAM/IMAGE,F356W,F356W,60786.12338923611,60787.25722709491,7472.784,5893,C3D-11_CWEBTILE-4-11,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,398815350,jw05893-o027_t026_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,61186.04347841435,61186.058639953706,934.098,5893,C3D-11_CWEBTILE-4-11-Tile-3,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,398835217,jw05893-o027_t026_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,61186.01290806713,61186.03975108796,1868.196,5893,C3D-11_CWEBTILE-4-11-Tile-3,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,398797929,jw05893-o027_t026_nircam_clear-f356w,NIRCAM/IMAGE,F356W,F356W,61186.04347841435,61186.058639953706,934.098,5893,C3D-11_CWEBTILE-4-11-Tile-3,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,398777411,jw05893-o028_t027_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,61186.098833171294,61186.11387026621,934.098,5893,C3D-11_CWEBTILE-4-11-Tile-4,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,398777520,jw05893-o028_t027_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,61186.06826283565,61186.095105844906,1868.196,5893,C3D-11_CWEBTILE-4-11-Tile-4,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,JWST,398724597,jw05893-o028_t027_nircam_clear-f356w,NIRCAM/IMAGE,F356W,F356W,61186.098833171294,61186.11387026621,934.098,5893,C3D-11_CWEBTILE-4-11-Tile-4,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,HST,26438325,hst_12328_52_acs_wfc_f814w_jbhm52,ACS/WFC,F814W,F814W,55503.48190128,55503.56492491,480.0,12328,ANY,3,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,HST,68716493,hst_12328_52_acs_wfc_g800l_jbhm52c5,ACS,,,55503.48545685,55503.49131417,505.0,12328,ANY,2,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,HST,68716516,hst_12328_52_acs_wfc_g800l_jbhm52cc,ACS,,,55503.50130035,55503.51161343,890.0,12328,ANY,2,PUBLIC,0.0
664176,150.174634312333,2.19800325464286,HST,68716508,hst_12328_52_acs_wfc_g800l_jbhm52cj,ACS,,,55503.54966982,55503.55708935,640.0,12328,ANY,2,PUBLIC,0.0
