candidate_id,ra_deg,dec_deg,n_jwst_nircam_inventory_rows,n_distinct_filter_epochs,n_secure_detection_epochs,secure_detection_baseline_days,status,secure_epochs
474672,150.201510426313,2.47961793201337,12,10,2,501.15607023148186,MULTI_EPOCH_SECURE_DETECTION,"[{'epoch_label': 'epoch_009', 'filter': 'F444W', 'epoch_mjd_inventory': 60315.7884415625, 'n_secure_centroids_snr3': 1, 'max_measurement_snr': 3.3506990489177197}, {'epoch_label': 'epoch_010', 'filter': 'F480M', 'epoch_mjd_inventory': 60816.94451179398, 'n_secure_centroids_snr3': 1, 'max_measurement_snr': 4.132373680090335}]"
