obsID,obs_collection,dataproduct_type,obs_id,description,type,dataURI,productType,productGroupDescription,productSubGroupDescription,productDocumentationURL,project,prvversion,proposal_id,productFilename,size,parent_obsid,dataRights,calib_level,filters
134519583,JWST,image,jw02321001007_02101_00006_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00006_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00006_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519594,JWST,image,jw02321001007_02101_00001_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00001_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00001_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519632,JWST,image,jw02321001007_02101_00003_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00003_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00003_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519672,JWST,image,jw02321001007_02101_00002_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00002_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00002_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519750,JWST,image,jw02321001007_02101_00005_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00005_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00005_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519777,JWST,image,jw02321001007_02101_00005_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00005_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00005_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519830,JWST,image,jw02321001007_02101_00004_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00004_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00004_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519843,JWST,image,jw02321001007_02101_00001_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00001_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00001_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134519886,JWST,image,jw02321001007_02101_00004_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00004_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00004_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520132,JWST,image,jw02321001007_02101_00002_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00002_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00002_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520143,JWST,image,jw02321001007_02101_00006_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001007_02101_00006_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001007_02101_00006_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520454,JWST,image,jw02321001008_02101_00001_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00001_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00001_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520622,JWST,image,jw02321001008_02101_00002_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00002_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00002_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520657,JWST,image,jw02321001008_02101_00002_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00002_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00002_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520754,JWST,image,jw02321001008_02101_00001_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00001_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00001_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520837,JWST,image,jw02321001008_02101_00006_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00006_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00006_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520923,JWST,image,jw02321001008_02101_00004_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00004_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00004_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520934,JWST,image,jw02321001008_02101_00005_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00005_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00005_nrcblong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
134520944,JWST,image,jw02321001008_02101_00004_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321001008_02101_00004_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321001008_02101_00004_nrcalong_cal.fits,117573120,135603813,PUBLIC,2,F444W;F470N
