obsID,obs_collection,dataproduct_type,obs_id,description,type,dataURI,productType,productGroupDescription,productSubGroupDescription,productDocumentationURL,project,prvversion,proposal_id,productFilename,size,parent_obsid,dataRights,calib_level,filters
135578947,JWST,image,jw02321002001_02101_00006_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002001_02101_00006_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002001_02101_00006_nrcblong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135578949,JWST,image,jw02321002002_02101_00006_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002002_02101_00006_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002002_02101_00006_nrcalong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135578975,JWST,image,jw02321002002_02101_00004_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002002_02101_00004_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002002_02101_00004_nrcalong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135579148,JWST,image,jw02321002002_02101_00006_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002002_02101_00006_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002002_02101_00006_nrcblong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135579217,JWST,image,jw02321002001_02101_00002_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002001_02101_00002_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002001_02101_00002_nrcblong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135579235,JWST,image,jw02321002002_02101_00003_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002002_02101_00003_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002002_02101_00003_nrcblong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135579256,JWST,image,jw02321002002_02101_00005_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002002_02101_00005_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002002_02101_00005_nrcalong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135579309,JWST,image,jw02321002001_02101_00001_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002001_02101_00001_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002001_02101_00001_nrcblong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135579331,JWST,image,jw02321002001_02101_00005_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002001_02101_00005_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002001_02101_00005_nrcalong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
135579487,JWST,image,jw02321002002_02101_00001_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02321002002_02101_00001_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2321,jw02321002002_02101_00001_nrcalong_cal.fits,117573120,135733505,PUBLIC,2,F444W;F466N
