intentType,obs_collection,provenance_name,instrument_name,project,filters,wave_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,wave_min,wave_max,distance,candidate_id,candidate_ra_deg,candidate_dec_deg,filter_norm,t_min_numeric
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F115W,INFRARED,CWEBTILE-0-16,,jw01727-o033_t129_nircam_clear-f115w,150.47387708333335,2.4389861111111113,image,"Kartaltepe, Jeyhan",3,60306.0217678125,60306.03929023148,1030.728,INFRARED,1013.0000000000001,1282.0,COSMOS-Web: The JWST Cosmic Origins Survey,60306.12480328,1727,GO,,POLYGON 150.496885033 2.443058368 150.491532659 2.430423523 150.490961428 2.430674732 150.484794437 2.416253278 150.484771521 2.416263058 150.484255649 2.415056681 150.484322462 2.415027626 150.482172289 2.410184679 150.479376764 2.403647198 150.479286841 2.403685575 150.478754636 2.402486844 150.478904798 2.402421543 150.471669933 2.386125613 150.471493351 2.386198765 150.455437938 2.393445736 150.455443693 2.393458781 150.45441358 2.393923731 150.454355583 2.39379083 150.438311319 2.400836779 150.438323743 2.400865428 150.436792204 2.401537992 150.436852062 2.401682242 150.442251493 2.414133391 150.442211694 2.414150869 150.444963622 2.420496637 150.450908944 2.434834804 150.451073536 2.434767341 150.456331179 2.447446539 150.45690107 2.447212948 150.461764832 2.458502822 150.461755735 2.458506769 150.464227525 2.464244163 150.470510964 2.479138941 150.470598136 2.479102768 150.475933851 2.491750469 150.492139433 2.485025402 150.49211146 2.484958669 150.4931595 2.484523742 150.493230335 2.484693399 150.509746927 2.477986392 150.509714328 2.477907795 150.51126373 2.477278608 150.504424413 2.460788553 150.504262932 2.460856738 150.503752818 2.459626802 150.503946846 2.459544672 150.496950548 2.443029557,mast:JWST/product/jw01727-o033_t129_nircam_clear-f115w_i2d.jpg,mast:JWST/product/jw01727-o033_t129_nircam_clear-f115w_i2d.fits,PUBLIC,False,,199454106,1013.0000000000001,1282.0,0.0,2878691,150.49225502456562,2.472187262548635,F115W,60306.0217678125
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F150W,INFRARED,CWEBTILE-0-16,,jw01727-o033_t129_nircam_clear-f150w,150.47387708333335,2.4389861111111113,image,"Kartaltepe, Jeyhan",3,60306.04575149305,60306.063398356484,1030.728,INFRARED,1331.0,1668.0,COSMOS-Web: The JWST Cosmic Origins Survey,60306.12480328,1727,GO,,POLYGON 150.496885631 2.443061736 150.491531433 2.430422334 150.49095844 2.430674296 150.484793423 2.416256607 150.484772602 2.416265493 150.484256865 2.415059357 150.484321004 2.415031462 150.482254678 2.410376897 150.479376182 2.403644975 150.47928369 2.403684448 150.478751658 2.402485984 150.478903773 2.402419827 150.471667169 2.386118305 150.471641149 2.386129084 150.455437095 2.393443625 150.455443886 2.393459016 150.454414299 2.393923764 150.454355293 2.393788543 150.438310237 2.400834747 150.438323738 2.400865882 150.436796906 2.401536379 150.436997166 2.402018973 150.44225079 2.41413423 150.442209702 2.414152273 150.445011675 2.420613721 150.450908583 2.434835984 150.451071901 2.434769037 150.45632925 2.447448483 150.456901111 2.447214065 150.461764697 2.45850391 150.461754096 2.45850851 150.464293591 2.464403341 150.470510907 2.47913986 150.470595834 2.479104619 150.475931991 2.491752256 150.49213744 2.485027435 150.492110285 2.484962658 150.493158358 2.484527728 150.493228271 2.484695168 150.509744615 2.477988211 150.509712829 2.477911574 150.511261971 2.477282486 150.504422812 2.460792731 150.504263603 2.460859956 150.503753479 2.459629988 150.503945026 2.459548912 150.496948906 2.443033912,mast:JWST/product/jw01727-o033_t129_nircam_clear-f150w_i2d.jpg,mast:JWST/product/jw01727-o033_t129_nircam_clear-f150w_i2d.fits,PUBLIC,False,,199454102,1331.0,1668.0,0.0,2878691,150.49225502456562,2.472187262548635,F150W,60306.04575149305
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F277W,INFRARED,CWEBTILE-0-16,Galaxy; Field galaxies,jw01727-o033_t129_nircam_clear-f277w,150.47387708333335,2.4389861111111113,image,"Kartaltepe, Jeyhan",3,60306.0217678125,60306.03929023148,1030.728,INFRARED,2416.0,3127.0,COSMOS-Web: The JWST Cosmic Origins Survey,60306.12480328,1727,GO,,POLYGON 150.438536761 2.400849727 150.438549351 2.400879431 150.437022319 2.401551738 150.446906157 2.424870013 150.450870984 2.434198977 150.450926178 2.434176246 150.456279096 2.446804242 150.456834797 2.446575377 150.470564129 2.47868974 150.470589768 2.478679219 150.475981824 2.491291121 150.509199246 2.477659827 150.509174229 2.477600105 150.510715904 2.476967431 150.496704612 2.443517471 150.496588655 2.4435683 150.491285119 2.430906394 150.490779971 2.431127824 150.485841357 2.419717697 150.485874485 2.419704052 150.471443309 2.386361214 150.471442278 2.386361651,mast:JWST/product/jw01727-o033_t129_nircam_clear-f277w_i2d.jpg,mast:JWST/product/jw01727-o033_t129_nircam_clear-f277w_i2d.fits,PUBLIC,False,,199454105,2416.0,3127.0,0.0,2878691,150.49225502456562,2.472187262548635,F277W,60306.0217678125
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F444W,INFRARED,CWEBTILE-0-16,Galaxy; Field galaxies,jw01727-o033_t129_nircam_clear-f444w,150.47387708333335,2.4389861111111113,image,"Kartaltepe, Jeyhan",3,60306.0457522338,60306.063398356484,1030.728,INFRARED,3880.0,4986.0,COSMOS-Web: The JWST Cosmic Origins Survey,60306.12480328,1727,GO,,POLYGON 150.43854295 2.400850732 150.438554902 2.400878928 150.437027924 2.401551247 150.449656642 2.431343056 150.450871463 2.434201388 150.450929317 2.43417756 150.456286151 2.44681408 150.456840981 2.446585566 150.470566548 2.478692135 150.4705888 2.478683004 150.475984333 2.491303621 150.50920214 2.477672153 150.509171956 2.477600092 150.510717293 2.476965913 150.496706159 2.443515085 150.496589524 2.443566214 150.491288314 2.43090937 150.490788155 2.431128622 150.485849134 2.419718343 150.485882017 2.419704798 150.471450767 2.386364046 150.47126477 2.386442961,mast:JWST/product/jw01727-o033_t129_nircam_clear-f444w_i2d.jpg,mast:JWST/product/jw01727-o033_t129_nircam_clear-f444w_i2d.fits,PUBLIC,False,,199454104,3880.0,4986.0,0.0,2878691,150.49225502456562,2.472187262548635,F444W,60306.0457522338
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx101_00001_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,1,POLYGON 150.47201899267 2.43212998137 150.50482285945 2.51126683835 150.53843238134 2.49713130331 150.506062219 2.41895667086,,,PUBLIC,False,,378647967,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx102_00002_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,2,POLYGON 150.47049311126 2.43280580985 150.50329690343 2.51194270376 150.53690645913 2.49780720779 150.50453636946 2.41963253768,,,PUBLIC,False,,378647968,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx103_00003_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,3,POLYGON 150.46981667475 2.43128130289 150.50262038968 2.51041821314 150.53622991356 2.49628273449 150.50385990117 2.41810804769,,,PUBLIC,False,,378647969,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx104_00004_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,4,POLYGON 150.47134255477 2.43060547516 150.50414634425 2.50974234852 150.53775583435 2.49560683081 150.50538574934 2.41743218165,,,PUBLIC,False,,378647970,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx105_00005_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,5,POLYGON 150.47286843326 2.42992964571 150.50567229725 2.50906648211 150.53928175357 2.49493092536 150.50691159598 2.41675631389,,,PUBLIC,False,,378647971,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx106_00006_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,6,POLYGON 150.47354487255 2.43145415117 150.50634881388 2.51059097117 150.53995830197 2.49645539706 150.50758806701 2.41828080233,,,PUBLIC,False,,378647972,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx107_00007_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,7,POLYGON 150.47422131335 2.4329786563 150.50702533208 2.51211545989 150.54063485196 2.4979798684 150.50826453958 2.41980529042,,,PUBLIC,False,,378647973,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
science,JWST,APT,NIRCAM/IMAGE,JWST,F150W2;F322W2,INFRARED,SUSPENSE,,jw11532001001_xx108_00008_nircam,150.50424,2.4646694444444446,image,"Cheng, Chloe M.",-1,,,1578.305,INFRARED,1007.9999999999999,4013.0000000000005,Its the Little Things that Count: Unveiling Faint Merger Signatures and Tiny Companions around Massive Quiescent Galaxies at z~2,,11532,GO,8,POLYGON 150.47269543208 2.43365448725 150.50549937621 2.51279132785 150.53910892991 2.49865577545 150.5067386902 2.42048115972,,,PUBLIC,False,,378647974,1007.9999999999999,4013.0000000000005,0.0,2878691,150.49225502456562,2.472187262548635,F150W,
