intentType,obs_collection,provenance_name,instrument_name,project,filters,wave_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,wavelength_region,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,wave_min,wave_max,distance,candidate_id,candidate_ra_deg,candidate_dec_deg,filter_norm,t_min_numeric
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F115W,INFRARED,CWEBTILE-7-2,,jw01727-o120_t024_nircam_clear-f115w,149.7647095833333,1.9787916666666667,image,"Kartaltepe, Jeyhan",3,60043.66194449074,60043.679466898146,1030.728,INFRARED,1013.0000000000001,1282.0,COSMOS-Web: The JWST Cosmic Origins Survey,60043.83020822,1727,GO,,POLYGON 149.742303321 1.972315062 149.746303509 1.985442377 149.746900042 1.985251478 149.751521827 2.0002356 149.751543325 2.000228979 149.751930831 2.001485278 149.751863678 2.001506464 149.753440629 2.006380038 149.755588018 2.013341815 149.75568374 2.013312333 149.756088325 2.01456269 149.755929878 2.014612678 149.761419464 2.031577752 149.76142933 2.031574828 149.77831989 2.025988472 149.778314837 2.025972734 149.779390302 2.025617029 149.779434766 2.025757461 149.79612136 2.020426181 149.796111315 2.020394202 149.797693846 2.019888581 149.797567586 2.019463133 149.793588151 2.00679395 149.793634566 2.00677912 149.791462591 1.999864199 149.787144989 1.985301413 149.786979534 1.985349789 149.78307917 1.97219407 149.782482886 1.972368411 149.778827234 1.960630016 149.778842012 1.960625366 149.776764103 1.953953073 149.772290082 1.939193063 149.772205142 1.939218299 149.768224481 1.926085687 149.751412886 1.931080386 149.75143265 1.93114614 149.750342605 1.931469981 149.750290995 1.931297398 149.73317189 1.936241241 149.733195016 1.936319245 149.731592346 1.936782067 149.736665356 1.953893652 149.73683067 1.95384343 149.737209899 1.955122571 149.737010781 1.955183254 149.742237511 1.972336122,mast:JWST/product/jw01727-o120_t024_nircam_clear-f115w_i2d.jpg,mast:JWST/product/jw01727-o120_t024_nircam_clear-f115w_i2d.fits,PUBLIC,False,,126650238,1013.0000000000001,1282.0,0.0,293229,149.7436537118226,1.9396163316374857,F115W,60043.66194449074
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F150W,INFRARED,CWEBTILE-7-2,,jw01727-o120_t024_nircam_clear-f150w,149.7647095833333,1.9787916666666667,image,"Kartaltepe, Jeyhan",3,60043.685928900464,60043.70357502315,1030.728,INFRARED,1331.0,1668.0,COSMOS-Web: The JWST Cosmic Origins Survey,60043.83020822,1727,GO,,POLYGON 149.742306162 1.972321519 149.746305868 1.985447585 149.746904667 1.985255982 149.751526675 2.000242136 149.751545609 2.000236305 149.751933007 2.001492352 149.751869016 2.001512543 149.753373623 2.006163187 149.755589632 2.013347983 149.755688284 2.013317598 149.75609272 2.01456767 149.755931985 2.014618387 149.761420662 2.03158286 149.761478794 2.03156563 149.778321775 2.025994554 149.778314691 2.025972488 149.779389629 2.025616924 149.779436084 2.025763659 149.796123491 2.020432207 149.796111418 2.02039377 149.79769789 2.019886891 149.797628947 2.01965458 149.793591116 2.006798969 149.793640642 2.006783146 149.791394709 1.999632363 149.787145835 1.985300197 149.786983564 1.985347648 149.783085253 1.972197548 149.78248515 1.972373026 149.778829693 1.960634707 149.778847791 1.960629013 149.77664312 1.953549232 149.772290648 1.939192059 149.772209831 1.939216069 149.768230499 1.926089308 149.751419059 1.931083769 149.751439447 1.931151589 149.75034936 1.931475429 149.75029721 1.931301051 149.733178356 1.936244862 149.733202083 1.936324895 149.731598193 1.936788071 149.736671024 1.953899358 149.736833374 1.953850039 149.73721261 1.955129212 149.737016669 1.955188922 149.74224318 1.972341672,mast:JWST/product/jw01727-o120_t024_nircam_clear-f150w_i2d.jpg,mast:JWST/product/jw01727-o120_t024_nircam_clear-f150w_i2d.fits,PUBLIC,False,,126650240,1331.0,1668.0,0.0,293229,149.7436537118226,1.9396163316374857,F150W,60043.685928900464
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F277W,INFRARED,CWEBTILE-7-2,Galaxy; Field galaxies,jw01727-o120_t024_nircam_clear-f277w,149.7647095833333,1.9787916666666667,image,"Kartaltepe, Jeyhan",3,60043.661945231484,60043.679466898146,1030.728,INFRARED,2416.0,3127.0,COSMOS-Web: The JWST Cosmic Origins Survey,60043.83020822,1727,GO,,POLYGON 149.795891691 2.020388637 149.795882116 2.02035725 149.797469059 2.019848566 149.788318559 1.989851068 149.787120847 1.985937856 149.787061831 1.985955218 149.783058084 1.972829572 149.782477786 1.973000297 149.772189296 1.939636009 149.772166812 1.939642592 149.768123043 1.926528783 149.733679214 1.9366137 149.73370109 1.93668655 149.73210442 1.93715402 149.74253227 1.971879103 149.742648721 1.97184199 149.746595991 1.984986045 149.747125459 1.984817304 149.750843495 1.996686296 149.750805023 1.996697614 149.761663242 2.03135878 149.761737242 2.03133616,mast:JWST/product/jw01727-o120_t024_nircam_clear-f277w_i2d.jpg,mast:JWST/product/jw01727-o120_t024_nircam_clear-f277w_i2d.fits,PUBLIC,False,,126650236,2416.0,3127.0,0.0,293229,149.7436537118226,1.9396163316374857,F277W,60043.661945231484
science,JWST,CALJWST,NIRCAM/IMAGE,JWST,F444W,INFRARED,CWEBTILE-7-2,Galaxy; Field galaxies,jw01727-o120_t024_nircam_clear-f444w,149.7647095833333,1.9787916666666667,image,"Kartaltepe, Jeyhan",3,60043.685928900464,60043.70357576389,1030.728,INFRARED,3880.0,4986.0,COSMOS-Web: The JWST Cosmic Origins Survey,60043.83020822,1727,GO,,POLYGON 149.795884623 2.020389755 149.795874857 2.020357743 149.797463759 2.019848399 149.791983128 2.001883313 149.787103417 1.985940498 149.787055714 1.985954533 149.783051351 1.972827801 149.782475484 1.97299723 149.772187555 1.939633279 149.77216503 1.939639874 149.768121127 1.926524833 149.733676894 1.936609869 149.733698647 1.936682313 149.732100932 1.937150087 149.742528422 1.971876049 149.742644323 1.97183911 149.746592103 1.984985519 149.747117686 1.984818007 149.750836084 1.996687235 149.750796591 1.996698853 149.76165161 2.031346795 149.762744059 2.031012855,mast:JWST/product/jw01727-o120_t024_nircam_clear-f444w_i2d.jpg,mast:JWST/product/jw01727-o120_t024_nircam_clear-f444w_i2d.fits,PUBLIC,False,,126650232,3880.0,4986.0,0.0,293229,149.7436537118226,1.9396163316374857,F444W,60043.685928900464
calibration,JWST,CALJWST,NIRSPEC,JWST,OPAQUE;MIRROR,INFRARED,UNKNOWN,,jw06636104001_01201_00001_nrs2,149.72476028828996,1.9457171547294536,image,"Zeidler, Peter",2,60771.454903969905,60771.456254791665,102.122,INFRARED,,,CAL-NRS-304: MSA Operability Monitor,60772.60410867,6636,CAL,,POLYGON 149.735860544 1.985961503 149.7646655 1.935310352 149.713298396 1.904123469 149.68395005 1.955961476,mast:JWST/product/jw06636104001_01201_00001_nrs2_rateints.jpg,mast:JWST/product/jw06636104001_01201_00001_nrs2_rateints.fits,PUBLIC,False,,253846664,,,0.0,293229,149.7436537118226,1.9396163316374857,,60771.454903969905
science,HST,HAP-SVM,WFC3/IR,HAP,F160W,INFRARED,COSMOS-T41-NEW,UNIDENTIFIED;BLANK FIELD,hst_14114_41_wfc3_ir_f160w_icxe41,149.7784145833,1.975688888889,image,"van Dokkum, Pieter",3,57854.45249278,57854.48489981,2073.5005499999997,INFRARED,1393.8999999999999,1692.4,,57854.59949068,14114,HAP,,POLYGON 149.8005900723855 1.9677232978207713 149.765336118596 1.9545782066169173 149.75777922112647 1.9738157094455726 149.75724452876975 1.974207584087146 149.74954497516907 1.9713575633542648 149.7492598107284 1.970573812233216 149.76013182516294 1.939829488681134 149.72498572646967 1.926897315654455 149.7125447015217 1.9585675987368747 149.7352153075701 1.9671536802836145 149.72334453514802 1.9980403365872281 149.73525045897975 2.0024224199704785 149.735749505337 2.0030280518016776 149.72398543704566 2.033309092323728 149.73289723668373 2.037085505046293 149.72116851479458 2.0675446302150156 149.79210894072804 2.0934084033968263 149.80340871021528 2.06166629788636 149.7949956868973 2.0578902682534537 149.8058674229136 2.0273950014254285 149.79460277558888 2.0227996702475055 149.80543863575033 1.992197527065219 149.7936395312817 1.987388449757538 149.8005900723855 1.9677232978207713,mast:HST/product/hst_14114_41_wfc3_ir_f160w_icxe41_drz.jpg,mast:HST/product/hst_14114_41_wfc3_ir_f160w_icxe41_drz.fits,PUBLIC,False,,232957270,1393.8999999999999,1692.4,0.0,293229,149.7436537118226,1.9396163316374857,F160W,57854.45249278
science,HST,HAP-SVM,WFC3/IR,HAP,detection,,COSMOS-T41-NEW,UNIDENTIFIED;BLANK FIELD,hst_14114_41_wfc3_ir_total_icxe41,149.7784145833,1.975688888889,image,"van Dokkum, Pieter",3,57854.45249278,57854.48489981,2073.5005499999997,,,,,57854.59949068,14114,HAP,,POLYGON 149.8005900723855 1.9677232978207713 149.76526482746252 1.9546494568531496 149.75777922112647 1.9738157094455726 149.75724452876975 1.974207584087146 149.74950932908084 1.971357563169976 149.74933110402446 1.970360062716294 149.76013182516294 1.939829488681134 149.7247005605111 1.92714668451822 149.71261599408973 1.9585319757134223 149.73521530807042 1.9671180553064744 149.72338018408243 1.9979334623656713 149.73525045897975 2.0024224199704785 149.735749505337 2.0030280518016776 149.7240210859641 2.033237843101214 149.73289723668373 2.037085505046293 149.72116852044303 2.0672952555166777 149.72145369778988 2.06765151169532 149.79054038829193 2.093016562443625 149.79214458204962 2.093052153437977 149.80340871021528 2.06166629788636 149.7949956868973 2.0578902682534537 149.8058674229136 2.0273950014254285 149.79460277558888 2.0227996702475055 149.80543863575033 1.992197527065219 149.7936395312817 1.987388449757538 149.8005900723855 1.9677232978207713,mast:HST/product/hst_14114_41_wfc3_ir_total_icxe41_drz.jpg,mast:HST/product/hst_14114_41_wfc3_ir_total_icxe41_drz.fits,PUBLIC,False,,232957271,,,0.0,293229,149.7436537118226,1.9396163316374857,,57854.45249278
science,HST,HAP-SVM,ACS/WFC,HAP,F606W,OPTICAL,ANY,UNIDENTIFIED;PARALLEL FIELD,hst_17802_02_acs_wfc_f606w_jffu02,149.7731136858,1.952345103524,image,"Kartaltepe, Jeyhan",3,60639.66426939,60639.67535819,790.0,OPTICAL,470.0,720.0,,60640.12292827,17802,HAP,,POLYGON 149.78986834529408 1.9172746832780436 149.78811737079627 1.917816367280752 149.78757539144019 1.9168302616543131 149.7603100786231 1.9258858482772672 149.76057410984163 1.9268997386943294 149.76005992823804 1.9271914018314464 149.75944847860677 1.9262052866206782 149.73297499316612 1.9349409971214047 149.7440780996953 1.9617606554392388 149.75459790388442 1.9860524584285533 149.7563072678386 1.9855941421669425 149.75690484071913 1.9864969250963298 149.7829065224936 1.9788164017264274 149.7826285726579 1.9778302926668352 149.7829343089347 1.9776219573579266 149.78332343039514 1.9777469546797894 149.78371255643785 1.9785108406572436 149.8105339025476 1.970232657090306 149.78986834529408 1.9172746832780436,mast:HST/product/hst_17802_02_acs_wfc_f606w_jffu02_drc.jpg,mast:HST/product/hst_17802_02_acs_wfc_f606w_jffu02_drc.fits,PUBLIC,False,,233255915,470.0,720.0,0.0,293229,149.7436537118226,1.9396163316374857,F606W,60639.66426939
science,HST,HAP-SVM,ACS/WFC,HAP,detection,,ANY,UNIDENTIFIED;PARALLEL FIELD,hst_17802_02_acs_wfc_total_jffu02,149.7731136858,1.952345103524,image,"Kartaltepe, Jeyhan",3,60639.66426939,60639.67535819,790.0,,,,,60640.12292827,17802,HAP,,POLYGON 149.8106033864321 1.9701632110532086 149.78978496545508 1.917288573037767 149.78813126760048 1.9178302560316236 149.78753370158643 1.9168441509203002 149.7603100786231 1.9258858482772672 149.76057410984163 1.9268997386943294 149.76005992823804 1.9271914018314464 149.75944847860677 1.9262052866206782 149.73300278581542 1.9349826644100396 149.74398082485092 1.9614967649744726 149.75461180111787 1.986052458573065 149.75633506229835 1.985594142427094 149.75690484071913 1.9864969250963298 149.7829065224936 1.9788164017264274 149.7826285726579 1.9778302926668352 149.7829343089347 1.9776219573579266 149.78332343039514 1.9777469546797894 149.78371255643785 1.9785108406572436 149.8106033864321 1.9701632110532086,mast:HST/product/hst_17802_02_acs_wfc_total_jffu02_drc.jpg,mast:HST/product/hst_17802_02_acs_wfc_total_jffu02_drc.fits,PUBLIC,False,,233255916,,,0.0,293229,149.7436537118226,1.9396163316374857,,60639.66426939
science,HST,HAP-SVM,ACS/WFC,HAP,F814W,OPTICAL,COSMOS33-19,CLUSTER OF GALAXIES;BLANK SKY,hst_9822_77_acs_wfc_f814w_j8pu77,149.7491666667,1.946897222222,image,"Scoville, Nicholas",3,53104.535911,53104.59719647,2028.0,OPTICAL,708.0,959.0,,53105.07927086,9822,HAP,,POLYGON 149.71365652494694 1.9233144087300151 149.72489817047733 1.9789534835434313 149.78425281969416 1.9703282874417496 149.77890199487493 1.9454533967374714 149.77196704478044 1.916189621704583 149.74450724212454 1.9192175468450796 149.71671381216126 1.9227589138579775 149.71365652494694 1.9233144087300151,mast:HST/product/hst_9822_77_acs_wfc_f814w_j8pu77_drc.jpg,mast:HST/product/hst_9822_77_acs_wfc_f814w_j8pu77_drc.fits,PUBLIC,False,,26360503,708.0,959.0,0.0,293229,149.7436537118226,1.9396163316374857,F814W,53104.535911
science,HST,HAP-SVM,ACS/WFC,HAP,detection,,COSMOS33-19,CLUSTER OF GALAXIES;BLANK SKY,hst_9822_77_acs_wfc_total_j8pu77,149.7491666667,1.946897222222,image,"Scoville, Nicholas",3,53104.535911,53104.59719647,2028.0,,,,,53105.07927086,9822,HAP,,POLYGON 149.7843084048883 1.9701755085420927 149.77805422318434 1.9419117453418058 149.7719392516584 1.9162035109606952 149.74404865139243 1.9192869900116365 149.71556038214135 1.9229255582913847 149.71367042107624 1.9233421867852583 149.72485648035072 1.9788562607549758 149.7843084048883 1.9701755085420927,mast:HST/product/hst_9822_77_acs_wfc_total_j8pu77_drc.jpg,mast:HST/product/hst_9822_77_acs_wfc_total_j8pu77_drc.fits,PUBLIC,False,,26360517,,,0.0,293229,149.7436537118226,1.9396163316374857,,53104.535911
science,HST,HAP-MVM,ACS/WFC,HAP,F814W,OPTICAL,ANY,CLUSTER OF GALAXIES;BLANK SKY,hst_skycell-p1359x04y11_acs_wfc_f814w_all,149.5770714883,2.137412608785,image,,3,52936.52086226,57135.68655161,68056.0,OPTICAL,708.0,959.0,,57501.93126147,,,,POLYGON 149.78721279333692 1.8799414336071985 149.543399437637 1.880196075804097 149.5436287433189 2.123973888933235 149.78747832739944 2.123733507481641 149.78721279333692 1.8799414336071985,mast:HST/product/hst_skycell-p1359x04y11_acs_wfc_f814w_all_drc.jpg,mast:HST/product/hst_skycell-p1359x04y11_acs_wfc_f814w_all_drc.fits,PUBLIC,False,,87489137,708.0,959.0,0.0,293229,149.7436537118226,1.9396163316374857,F814W,52936.52086226
