early_file,late_file,baseline_year,delta_east_mas,delta_north_mas,mu_alpha_cosdec_masyr,mu_delta_masyr,method
jw01837003016_08201_00002_nrcblong_cal.fits,jw05398275001_05201_00002_nrcblong_cal.fits,1.9639055970352632,-50.20742121698524,35.05430758286616,-25.565088919130837,17.849283405365608,2DG
jw01837003016_08201_00002_nrcblong_cal.fits,jw05398275001_05201_00003_nrcblong_cal.fits,1.9639375771604908,-44.956367865223086,39.729391390307114,-22.890935225254005,20.229457316942245,2DG
jw01837003016_08201_00002_nrcblong_cal.fits,jw05398275001_05201_00002_nrcblong_cal.fits,1.9639055970352632,-6.975090936963568,-74.81651511028406,-3.5516426795123217,-38.095779768247525,COM
jw01837003016_08201_00002_nrcblong_cal.fits,jw05398275001_05201_00003_nrcblong_cal.fits,1.9639375771604908,45.78837226201114,63.25705567429634,23.31457618332915,32.209300544956704,COM
