candidate_id,epoch_label,filter,filename,dataURI,mjd,detector,x_full,y_full,raw_flux,raw_fluxerr,raw_snr_err,empirical_ap_sigma,raw_snr_emp,n_blank_apertures,clean_flux,clean_fluxerr,clean_snr_err,x_2dg,y_2dg,x_com,y_com,sigma_x_pix,sigma_y_pix,n_mc_good,pixel_scale_mas,east_2dg_arcsec_raw_wcs,north_2dg_arcsec_raw_wcs,east_com_arcsec_raw_wcs,north_com_arcsec_raw_wcs,dq_or_r4,dq_center,dq_do_not_use,dq_saturated,dq_jump_det,dq_outlier,aperture_clean_snr_err,astrometric_snr,forced_fit_attempted,forced_fit_accepted,forced_snr,target_seed_recentered,target_seed_offset_pix,astrometry_source,forced_x,forced_y,forced_amp,forced_amp_err,forced_sigma_x_pix,forced_sigma_y_pix,forced_x_err_pix,forced_y_err_pix,forced_reduced_chi2,forced_npix,n_controls,reference_file,east_2dg_mas,north_2dg_mas,east_com_mas,north_com_mas,registration_scatter_east_mas,registration_scatter_north_mas
749084,early,F444W,jw01727032001_04101_00002_nrcblong_cal.fits,mast:JWST/product/jw01727032001_04101_00002_nrcblong_cal.fits,60306.10355587963,NRCBLONG,1823.7039001040434,324.0382911782796,0.336900919675827,0.09987090925775706,3.373363897251788,0.07211594736725091,4.67165629760304,60,0.3430842310190201,0.08613137520199728,3.9832666112019117,199.56128714680776,199.67753001750214,200.47731955526854,201.2439841280314,0.6956822832566774,1.1313968470888602,20,63.63507876300797,0.024690343759356626,-0.001034244027496404,-0.09005623770240494,-0.013812656913528518,36869,0,True,False,True,False,3.9832666112019117,3.9832666112019117,False,False,,False,0.0,catalog_position_2dg,,,,,,,,,,,17,jw01727032001_04101_00002_nrcblong_cal.fits,24.690343759356626,-1.034244027496404,-90.05623770240494,-13.812656913528517,0.0,0.0
749084,late,F356W,jw05893020007_03101_00001_nrcblong_cal.fits,mast:JWST/product/jw05893020007_03101_00001_nrcblong_cal.fits,61015.10336233796,NRCBLONG,1648.2022423225794,1210.5778140269294,0.2934519946575165,0.06224830223878221,4.714216839711473,0.09685229115486145,0.41040435018592497,60,0.29000377655029297,0.06224830223878221,4.016865405821475,200.73389879900193,202.7479951776026,200.61935730544528,203.48934088805865,0.6851848303897116,0.6875098042555589,0,62.80322931414281,-0.1985590520088521,0.038194564858369535,-0.23976231617401558,0.061165025947503934,32772,32768,False,False,True,False,4.658822266956761,4.016865405821475,True,True,4.016865405821475,False,3.214452851887144,forced_gaussian,200.73389879900193,202.7479951776026,0.014338478780024016,0.0035695691369802577,2.808593695262326,2.7307217452944514,0.6851848303897116,0.6875098042555589,1.0731845213792417,222.0,19,jw01727032001_04101_00002_nrcblong_cal.fits,-202.24649498802742,31.866072068811334,-243.44309266681566,54.828194777893295,7.0816318221650265,8.577494837180597
