candidate_id,candidate_ra_deg,candidate_dec_deg,obs_collection,obsid,obs_id,instrument_name,filters,filter_norm,t_min,t_max,t_exptime,proposal_id,target_name,calib_level,dataRights,distance
228965,149.857572950087,2.10081067930243,JWST,126650143,jw01727-o084_t030_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60043.11463761574,60043.132160775465,1030.728,1727,CWEBTILE-5-3,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,126650142,jw01727-o084_t030_nircam_clear-f150w,NIRCAM/IMAGE,F150W,F150W,60043.13862203704,60043.156144444445,1030.728,1727,CWEBTILE-5-3,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,126650135,jw01727-o084_t030_nircam_clear-f277w,NIRCAM/IMAGE,F277W,F277W,60043.114638356485,60043.132160775465,1030.728,1727,CWEBTILE-5-3,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,126650138,jw01727-o084_t030_nircam_clear-f444w,NIRCAM/IMAGE,F444W,F444W,60043.13862203704,60043.156144444445,1030.728,1727,CWEBTILE-5-3,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,262822369,jw05893-o001_t001_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60791.68710052083,60792.506491643515,7472.784,5893,C3D-01_CWEBTILE-6-3,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,262821783,jw05893-o001_t001_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,60791.65653017361,60792.48760277778,14945.568,5893,C3D-01_CWEBTILE-6-3,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,262822331,jw05893-o001_t001_nircam_clear-f356w,NIRCAM/IMAGE,F356W,F356W,60791.68710052083,60792.506491643515,7472.784,5893,C3D-01_CWEBTILE-6-3,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,395723969,jw05893-o023_t022_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,61184.88627319445,61184.90131030093,934.098,5893,C3D-01_CWEBTILE-6-3-Tile-1,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,395723982,jw05893-o023_t022_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,61184.8558265625,61184.88254586806,1868.196,5893,C3D-01_CWEBTILE-6-3-Tile-1,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,395724395,jw05893-o026_t025_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,61185.66923508102,61185.684148472224,934.098,5893,C3D-01_CWEBTILE-6-3-Tile-4,3,PUBLIC,0.0
228965,149.857572950087,2.10081067930243,JWST,395724396,jw05893-o026_t025_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,61185.63866473379,61185.6655084838,1868.196,5893,C3D-01_CWEBTILE-6-3-Tile-4,3,PUBLIC,0.0
