candidate_id,candidate_ra_deg,candidate_dec_deg,obs_collection,obsid,obs_id,instrument_name,filters,filter_norm,t_min,t_max,t_exptime,proposal_id,target_name,calib_level,dataRights,distance
1807846,149.997784581403,2.42106814206226,JWST,107885096,jw01727-o047_t035_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,59950.03101564815,59950.0486625,1030.728,1727,CWEBTILE-2-4,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,107885084,jw01727-o047_t035_nircam_clear-f150w,NIRCAM/IMAGE,F150W,F150W,59950.05512377315,59950.072770625,1030.728,1727,CWEBTILE-2-4,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,107881375,jw01727-o047_t035_nircam_clear-f277w,NIRCAM/IMAGE,F277W,F277W,59950.03101564815,59950.0486625,1030.728,1727,CWEBTILE-2-4,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,107881373,jw01727-o047_t035_nircam_clear-f444w,NIRCAM/IMAGE,F444W,F444W,59950.05512377315,59950.072770625,1030.728,1727,CWEBTILE-2-4,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,266468270,jw05893-o013_t013_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60819.678941516206,60821.00702315972,7472.784,5893,C3D-13_CWEBTILE-2-3,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,266471149,jw05893-o013_t013_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,60819.64837116898,60820.98801059028,14945.568,5893,C3D-13_CWEBTILE-2-3,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,266468178,jw05893-o013_t013_nircam_clear-f356w,NIRCAM/IMAGE,F356W,F356W,60819.678941516206,60821.00702390046,7472.784,5893,C3D-13_CWEBTILE-2-3,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,233117177,jw05893-o017_t017_nircam_clear-f115w,NIRCAM/IMAGE,F115W,F115W,60638.898860092595,60665.336138611114,7472.784,5893,C3D-17_CWEBTILE-1-2,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,233117146,jw05893-o017_t017_nircam_clear-f356w,NIRCAM/IMAGE,F356W,F356W,60638.898860092595,60665.336138611114,7472.784,5893,C3D-17_CWEBTILE-1-2,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,253845694,jw06636103001_01201_00001_nrs1,NIRSPEC,OPAQUE;MIRROR,,60771.41075364583,60771.41210446759,102.122,6636,UNKNOWN,2,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,JWST,233117178,jw05893-o017_t017_nircam_clear-f200w,NIRCAM/IMAGE,F200W,F200W,60638.868041608795,60665.31724974537,14945.568,5893,C3D-17_CWEBTILE-1-2,3,PUBLIC,0.2630402584981737
1807846,149.997784581403,2.42106814206226,HST,26470079,hst_13657_19_acs_wfc_f606w_jcor19,ACS/WFC,F606W,F606W,57149.64262789,57149.6729641,2146.0,13657,ANY,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,26470089,hst_13657_19_acs_wfc_total_jcor19,ACS/WFC,detection,,57149.64262789,57149.6729641,2146.0,13657,ANY,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,60683651,hst_16259_9s_wfc3_ir_f160w_iedw9s,WFC3/IR,F160W,F160W,59314.45827528,59314.48725602,1773.491242,16259,COSMOS-F160W-40,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,60683654,hst_16259_9s_wfc3_ir_total_iedw9s,WFC3/IR,detection,,59314.45827528,59314.48725602,1773.491242,16259,COSMOS-F160W-40,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,250804002,hst_17802_bv_acs_wfc_f435w_jffubv,ACS/WFC,F435W,F435W,60688.26572895,60688.27775478,800.0,17802,CLUTCH-TARGET-BV,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,250803994,hst_17802_bv_acs_wfc_f606w_jffubv,ACS/WFC,F606W,F606W,60688.2515508,60688.26275478,800.0,17802,CLUTCH-TARGET-BV,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,250804018,hst_17802_bv_acs_wfc_total_jffubv,ACS/WFC,detection,,60688.2515508,60688.27775478,1600.0,17802,CLUTCH-TARGET-BV,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,250805352,hst_17802_ch_wfc3_ir_f098m_iffuch,WFC3/IR,F098M,F098M,60704.26278505,60704.27496024,805.867066,17802,CLUTCH-TARGET-CH,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,250805109,hst_17802_ch_wfc3_ir_total_iffuch,WFC3/IR,detection,,60704.26278505,60704.27496024,805.867066,17802,CLUTCH-TARGET-CH,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,250805372,hst_17802_ch_wfc3_uvis_f275w_iffuch,WFC3/UVIS,F275W,F275W,60704.328856,60704.3427332,1060.0,17802,CLUTCH-TARGET-CH,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,250805116,hst_17802_ch_wfc3_uvis_total_iffuch,WFC3/UVIS,detection,,60704.328856,60704.3427332,1060.0,17802,CLUTCH-TARGET-CH,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,26349905,hst_9822_5e_acs_wfc_f814w_j8pu5e,ACS/WFC,F814W,F814W,53134.31314515,53134.34341209,2028.0,9822,COSMOS31-04,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,26349917,hst_9822_5e_acs_wfc_total_j8pu5e,ACS/WFC,detection,,53134.31314515,53134.34341209,2028.0,9822,COSMOS31-04,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,207854010,hst_9822_5i_wfpc2_pc_f300w_u8pu5i,WFPC2/PC,F300W,F300W,53130.71337876,53130.74370284,1600.0,9822,ANY,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,207855006,hst_9822_5i_wfpc2_pc_total_u8pu5i,WFPC2/PC,detection,,53130.71337876,53130.74370284,1600.0,9822,ANY,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,87766737,hst_skycell-p1359x03y13_acs_wfc_f814w_all,ACS/WFC,F814W,F814W,52935.52059596,57195.54554591,71495.056,,ANY,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,60683527,iedw9s010,WFC3/IR,F160W,F160W,59314.46271975694,59314.48725601852,1520.556885,16259,COSMOS-F160W-40,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,238237042,iffuch030,WFC3/IR,F098M,F098M,60704.26278503472,60704.2749602662,806.0,17802,CLUTCH-TARGET-CH,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,24820631,j8pu5e010,ACS/WFC,F814W,F814W,53134.31314513889,53134.34339984954,2028.0,9822,COSMOS31-04,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,24982112,jcor19010,ACS/WFC,F606W,F606W,57149.64262789352,57149.67295204861,2146.0,13657,ANY,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,236581935,jffubv010,ACS/WFC,F606W,F606W,60688.251550810186,60688.26274262732,800.0,17802,CLUTCH-TARGET-BV,3,PUBLIC,0.0
1807846,149.997784581403,2.42106814206226,HST,236582044,jffubv020,ACS/WFC,F435W,F435W,60688.265728935185,60688.27774262732,800.0,17802,CLUTCH-TARGET-BV,3,PUBLIC,0.0
