obsID,obs_collection,dataproduct_type,obs_id,description,type,dataURI,productType,productGroupDescription,productSubGroupDescription,productDocumentationURL,project,prvversion,proposal_id,productFilename,size,parent_obsid,dataRights,calib_level,filters
133370041,JWST,image,jw02362106001_02101_00002_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00002_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00002_nrcblong_cal.fits,117573120,133687409,PUBLIC,2,F444W
133370070,JWST,image,jw02362106001_02101_00001_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00001_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00001_nrcalong_cal.fits,117573120,133687409,PUBLIC,2,F444W
133370142,JWST,image,jw02362106001_02101_00004_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00004_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00004_nrcalong_cal.fits,117573120,133687409,PUBLIC,2,F444W
133370183,JWST,image,jw02362106001_02101_00003_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00003_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00003_nrcblong_cal.fits,117573120,133687409,PUBLIC,2,F444W
133370561,JWST,image,jw02362106001_02101_00001_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00001_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00001_nrcblong_cal.fits,117573120,133687409,PUBLIC,2,F444W
133370597,JWST,image,jw02362106001_02101_00002_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00002_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00002_nrcalong_cal.fits,117573120,133687409,PUBLIC,2,F444W
133370819,JWST,image,jw02362106001_02101_00004_nrcblong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00004_nrcblong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00004_nrcblong_cal.fits,117573120,133687409,PUBLIC,2,F444W
133370860,JWST,image,jw02362106001_02101_00003_nrcalong,exposure (L2b): 2D calibrated exposure average over integrations,S,mast:JWST/product/jw02362106001_02101_00003_nrcalong_cal.fits,SCIENCE,,CAL,,CALJWST,2.0.1,2362,jw02362106001_02101_00003_nrcalong_cal.fits,117573120,133687409,PUBLIC,2,F444W
