pair_status,pair_type,filter_early,filter_late,inventory_early_mjd,inventory_late_mjd,inventory_baseline_days,pair_filter_cost,attempt_rank,stage,reason,n_covering_early,n_covering_late,n_astrometric_early,n_astrometric_late
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F356W,60313.746807442134,60780.92693630787,467.18012886573706,908.0,1,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F200W,60313.746807442134,60780.8962415162,467.14943407406827,2487.0,2,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F277W,F356W,60313.72276116898,60780.92693630787,467.2041751388897,2550.0,3,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F444W,F115W,60313.746807442134,60780.92693630787,467.18012886573706,3322.0,4,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F150W,F356W,60313.74680707176,60780.92693630787,467.1801292361124,3811.0,5,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F277W,F200W,60313.72276116898,60780.8962415162,467.1734803472209,4129.0,6,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F115W,F356W,60313.72276116898,60780.92693630787,467.2041751388897,4158.0,7,2,target is not securely centroidable in both independent epochs,2,4,0,0
PAIR_FOUND,CROSS_FILTER_JWST,F277W,F115W,60313.72276116898,60780.92693630787,467.2041751388897,4964.0,8,2,target is not securely centroidable in both independent epochs,2,4,0,0
